gender,race,college_tier,education_level,years_experience,skills_score,interview_score,test_score,hired
Male,White,Tier 1,Bachelors,11.8,24.53,,90.87,1
Male,White,Tier 2,Bachelors,0.8,,58.65,8.01,0
Male,Black,Tier 3,Bachelors,1.4,25.77,82.06,80.79,1
Female,White,Tier 1,Masters,2.8,41.79,89.07,41.61,1
Male,,Tier 2,PhD,2.0,,76.98,80.11,1
Male,White,Tier 2,Bachelors,22.3,16.83,73.6,31.71,0
Female,Black,Tier 2,,1.2,51.13,46.44,68.37,0
Male,Asian,Tier 1,,5.2,10.68,80.39,30.48,0
Other,Hispanic,Tier 2,Bachelors,,27.59,92.22,7.88,0
Female,Asian,Tier 1,Bachelors,0.5,,47.51,4.05,0
Female,Black,Tier 1,,6.8,56.88,72.34,6.93,0
,Black,Tier 2,Masters,6.7,,44.23,12.44,0
Male,White,Tier 2,Masters,7.8,25.97,44.86,62.09,0
Male,White,Tier 1,Masters,4.7,4.47,,73.3,0
Male,Black,Tier 2,,4.1,29.13,97.3,74.19,1
Male,Black,Tier 3,Bachelors,6.1,48.01,55.82,,0
Male,White,,Bachelors,0.6,46.25,61.49,63.47,0
Male,Black,Tier 2,Masters,14.0,72.02,80.53,21.5,1
Female,White,Tier 2,Bachelors,,50.47,75.99,91.39,1
Male,White,Tier 3,Bachelors,7.9,,73.35,90.37,1
Female,White,Tier 1,Bachelors,12.0,47.8,79.51,72.81,1
Female,Asian,Tier 2,Masters,7.0,18.48,83.55,65.85,0
Male,White,,Masters,1.3,21.64,90.81,96.25,1
Male,Other,Tier 2,Bachelors,0.1,9.82,56.08,35.73,0
Female,White,,PhD,5.8,24.94,38.88,25.71,0
Male,White,,PhD,0.5,38.56,80.3,73.58,1
Male,White,Tier 2,Bachelors,,17.62,84.24,95.06,1
,White,Tier 3,Bachelors,2.2,11.36,75.38,93.51,0
Female,White,Tier 1,Masters,0.5,58.63,96.44,97.19,1
Male,White,Tier 2,Masters,3.8,22.53,63.27,85.99,0
Male,White,Tier 1,Masters,1.7,23.21,76.71,83.69,1
Other,,Tier 3,,4.2,61.43,96.28,10.07,1
Female,Asian,Tier 1,Bachelors,0.1,52.11,76.94,5.91,0
,White,Tier 2,Bachelors,7.0,17.45,78.21,34.96,0
Male,White,,Masters,0.0,,,11.53,0
Female,White,Tier 2,Bachelors,1.3,28.44,93.26,21.87,0
Female,White,,Bachelors,0.6,43.97,79.3,38.82,0
Female,Hispanic,Tier 3,Bachelors,1.6,18.46,34.17,22.02,0
Male,Black,Tier 2,,1.9,12.94,79.2,2.39,0
Male,White,Tier 1,Bachelors,11.3,64.8,69.02,43.62,1
Female,White,Tier 2,Bachelors,,31.71,91.16,49.42,1
Male,Other,Tier 1,Bachelors,7.6,10.94,97.5,35.69,0
Male,Black,Tier 2,Bachelors,0.9,42.45,75.73,51.91,1
Male,White,Tier 3,Bachelors,6.9,30.75,83.36,53.7,0
Female,,Tier 2,PhD,6.7,,79.5,15.45,0
Male,White,Tier 2,Masters,1.2,22.46,82.86,36.47,0
Male,Black,Tier 2,Bachelors,13.1,38.77,,49.89,1
Male,Black,Tier 2,Bachelors,8.0,35.46,86.71,27.05,0
Female,White,Tier 3,Bachelors,0.7,34.79,67.98,63.87,0
Male,White,Tier 2,Bachelors,0.2,24.01,46.02,70.07,0
Male,Asian,Tier 2,Masters,0.3,44.19,83.84,87.71,1
Male,White,Tier 1,Bachelors,2.3,19.51,82.05,84.19,1
Female,Asian,,Bachelors,1.8,,,30.93,0
Male,White,Tier 2,Bachelors,1.3,41.77,89.41,54.59,1
Female,Other,Tier 2,Bachelors,1.3,43.28,78.77,92.05,1
Other,Black,Tier 3,Bachelors,3.0,40.81,84.16,,0
Male,,Tier 2,Masters,7.8,44.17,81.21,49.5,1
Female,Asian,Tier 2,Bachelors,,,72.89,54.78,0
Male,White,Tier 2,Masters,14.2,19.01,89.61,79.69,1
Male,Black,Tier 1,Masters,2.2,30.76,51.77,93.56,1
Male,White,Tier 1,Bachelors,4.2,45.05,76.35,48.23,1
Male,Hispanic,Tier 1,Bachelors,9.6,,87.66,2.55,0
Male,Black,Tier 2,Bachelors,1.2,15.83,54.87,55.52,0
Male,Asian,Tier 3,Bachelors,3.7,28.33,,89.11,1
,Hispanic,Tier 3,Masters,5.4,37.04,65.47,55.29,0
,,Tier 1,Bachelors,0.3,47.84,85.68,49.33,1
Male,White,Tier 3,Bachelors,10.4,36.97,79.1,44.42,0
Female,White,Tier 2,Masters,2.4,29.0,84.8,2.36,0
,,Tier 2,,10.5,46.75,76.27,73.31,1
Female,Black,Tier 1,Masters,1.9,30.63,92.53,30.21,0
Male,White,,Masters,2.0,28.75,54.46,1.49,0
Male,White,Tier 3,Bachelors,2.8,21.46,46.92,,0
Female,White,Tier 2,Bachelors,0.7,9.91,75.57,72.94,0
Female,White,Tier 2,,0.1,40.46,37.76,57.58,0
Male,Hispanic,Tier 2,Bachelors,0.8,34.87,89.45,,1
,White,,Bachelors,2.0,,,18.65,0
Male,Black,Tier 3,Bachelors,1.7,20.99,65.21,66.66,0
Other,White,Tier 2,Bachelors,2.7,47.03,62.74,64.75,1
Male,,Tier 2,Bachelors,,22.09,70.85,64.91,0
Female,White,Tier 3,Masters,,13.4,89.29,21.96,0
Female,White,Tier 2,Bachelors,5.9,34.3,74.64,84.86,1
Male,White,Tier 2,Masters,,13.54,92.32,74.78,1
Other,White,Tier 1,Bachelors,10.3,24.71,83.34,84.55,1
Female,,Tier 2,Bachelors,0.2,21.17,66.34,54.1,0
Female,White,Tier 1,Bachelors,1.4,43.56,49.96,91.36,1
Male,,Tier 2,Bachelors,2.9,15.41,,26.57,0
Male,White,Tier 3,Bachelors,0.9,29.18,69.59,47.95,0
Male,White,Tier 3,Masters,6.8,13.1,66.9,69.6,0
Female,Hispanic,Tier 1,Bachelors,12.1,,82.04,28.89,0
Female,Asian,Tier 1,Bachelors,,18.04,75.75,89.28,1
Male,White,Tier 1,Bachelors,5.6,,75.88,39.28,0
Male,Hispanic,Tier 3,Bachelors,11.4,22.43,73.14,63.02,0
Male,,Tier 2,Masters,0.5,22.83,93.54,,1
Female,Other,Tier 3,Bachelors,5.2,44.38,78.16,77.46,1
Other,White,Tier 2,Bachelors,,44.26,35.07,82.42,0
Male,Black,Tier 1,Bachelors,2.7,17.08,95.16,5.02,0
,White,Tier 3,Bachelors,2.0,57.66,39.06,75.3,0
Other,White,Tier 1,Bachelors,4.4,50.85,86.23,24.24,1
Female,White,Tier 1,Bachelors,0.5,40.91,73.03,3.34,0
Male,Asian,,Masters,5.6,53.36,66.02,49.7,0
Male,Black,Tier 2,Bachelors,0.8,44.63,76.92,79.75,1
Female,White,Tier 1,PhD,8.5,33.41,82.31,52.52,1
Male,White,Tier 2,Bachelors,6.8,17.08,79.45,63.49,0
Male,White,Tier 1,Masters,3.7,35.65,77.67,32.14,0
Male,Black,Tier 2,Bachelors,9.8,69.5,71.68,63.44,1
Female,White,Tier 2,Bachelors,0.5,34.08,66.67,48.3,0
Male,White,Tier 2,Bachelors,,47.75,71.46,94.17,1
Female,White,Tier 1,Bachelors,1.6,45.85,68.55,3.63,0
Female,White,Tier 3,Masters,,43.54,,71.13,1
Male,White,Tier 3,Masters,14.2,27.8,93.11,95.45,1
Male,Hispanic,Tier 2,Bachelors,4.1,27.02,69.03,22.06,0
Female,Black,Tier 2,Masters,3.1,58.3,76.99,88.01,1
,White,Tier 2,Bachelors,,21.74,,,0
Male,Hispanic,Tier 1,Bachelors,3.2,13.27,79.14,,0
Female,,,Bachelors,0.4,4.27,77.15,72.82,0
Male,Asian,Tier 2,Bachelors,1.4,35.62,70.27,82.27,1
Other,Black,Tier 2,Bachelors,1.1,5.43,48.42,85.14,0
Male,Hispanic,Tier 3,Bachelors,,45.75,77.77,75.05,1
Female,White,Tier 2,Bachelors,1.7,23.15,57.69,32.64,0
Male,Asian,Tier 2,Masters,1.3,73.71,55.33,12.9,0
Male,White,,Masters,3.8,48.47,92.97,26.62,1
Male,White,Tier 1,Masters,1.2,20.87,77.68,87.97,1
Male,Asian,Tier 1,Bachelors,6.3,36.48,62.06,89.62,1
Female,Asian,Tier 2,Bachelors,3.6,34.69,97.07,17.45,0
Female,Black,Tier 2,Bachelors,0.8,7.63,66.68,82.72,0
Male,Hispanic,Tier 2,,2.4,22.32,29.37,96.44,0
Male,White,Tier 2,PhD,2.8,12.94,86.05,3.73,0
Other,White,Tier 2,Masters,10.1,9.39,82.74,24.54,0
Other,White,Tier 2,PhD,8.2,56.5,84.71,86.59,1
Male,Asian,Tier 3,PhD,1.2,36.89,77.33,93.83,1
Male,White,Tier 2,Bachelors,7.9,32.34,75.11,6.09,0
Male,Black,Tier 1,Bachelors,30.0,62.92,96.85,65.36,1
Other,White,Tier 1,PhD,8.1,23.01,91.98,44.17,1
Female,,Tier 1,Bachelors,4.2,12.02,91.9,91.07,1
Male,Asian,Tier 1,Bachelors,4.4,35.7,64.46,2.88,0
Male,White,Tier 2,Bachelors,1.3,44.53,49.29,15.35,0
Male,,,Masters,0.0,40.21,78.03,60.07,1
Female,Asian,Tier 1,Bachelors,6.3,29.83,72.6,42.49,0
Male,White,Tier 1,Masters,0.0,24.21,72.25,47.66,0
Male,White,Tier 1,Masters,,4.38,66.69,78.89,0
Male,Hispanic,Tier 3,Bachelors,9.1,19.57,56.94,78.47,0
Male,White,,Masters,18.1,8.63,66.46,38.52,0
Male,Black,Tier 2,Bachelors,20.6,35.03,78.76,34.86,0
Male,Asian,Tier 2,Bachelors,2.6,7.81,69.23,,0
Female,Hispanic,Tier 2,PhD,0.5,28.43,,82.07,1
Female,,Tier 3,Bachelors,14.2,12.83,89.85,38.24,0
Male,Black,Tier 2,Bachelors,0.9,,93.43,16.48,0
,White,Tier 2,PhD,4.2,32.98,74.99,28.63,0
Male,Black,,Bachelors,3.8,46.44,71.7,5.07,0
Male,Hispanic,,Masters,3.3,1.6,70.3,17.47,0
Female,White,Tier 1,Bachelors,0.2,49.16,77.01,77.25,1
Other,,Tier 2,,,7.39,65.36,62.6,0
Male,Black,Tier 2,Masters,0.3,21.78,84.93,11.8,0
Female,White,Tier 2,Bachelors,,30.46,,59.26,0
Other,Black,Tier 2,Masters,0.0,1.13,82.33,,0
,White,,Masters,0.1,45.3,,99.28,1
Female,Other,Tier 2,Bachelors,0.0,,93.75,77.86,1
Male,White,Tier 3,Masters,1.0,34.19,88.59,46.25,0
Male,Asian,Tier 2,Bachelors,8.7,,49.0,97.12,0
Female,Hispanic,Tier 3,Bachelors,1.0,42.58,,69.58,0
Male,Asian,Tier 2,Masters,9.2,7.69,90.51,61.6,0
Female,,Tier 2,Bachelors,4.9,43.57,70.77,71.58,1
Female,Asian,,Bachelors,0.5,23.18,66.71,67.43,0
Male,White,Tier 1,Bachelors,2.6,3.9,55.69,59.31,0
Male,White,Tier 1,Bachelors,0.1,10.39,69.98,97.85,1
Male,White,Tier 1,Masters,1.7,7.22,67.07,22.1,0
Female,White,Tier 1,Bachelors,4.4,44.6,74.59,29.95,0
Male,White,Tier 2,,15.3,7.39,78.93,9.94,0
Male,White,,Masters,15.7,26.18,76.25,51.12,0
Female,Asian,,,7.7,26.42,31.48,61.69,0
Male,White,Tier 2,Bachelors,2.9,6.24,90.68,53.13,0
Other,Black,Tier 2,Bachelors,4.5,28.52,77.27,32.63,0
Male,,Tier 2,Bachelors,,22.16,99.21,26.9,0
Male,Hispanic,Tier 2,Bachelors,5.4,9.93,88.74,91.22,1
Male,White,Tier 1,Masters,0.3,22.74,41.11,,0
Male,Other,Tier 2,,4.3,41.7,79.31,44.17,1
Female,Hispanic,Tier 2,Bachelors,,11.51,74.31,66.64,0
Male,White,Tier 3,,3.6,55.94,51.44,32.28,0
Male,Hispanic,Tier 1,Masters,0.5,50.26,56.26,90.93,1
Male,White,Tier 1,Bachelors,8.9,4.04,77.65,88.83,1
Male,White,Tier 1,PhD,2.0,5.34,71.53,89.46,0
Male,White,Tier 2,Bachelors,0.1,23.28,61.92,21.86,0
Female,White,Tier 3,Bachelors,0.2,22.92,,29.28,0
Female,Black,Tier 1,Bachelors,5.0,9.66,93.42,,0
Male,White,Tier 2,Masters,1.4,51.34,,82.82,1
Female,Other,Tier 3,Bachelors,5.0,39.62,82.86,8.74,0
Female,White,Tier 3,Masters,5.9,44.17,86.02,49.99,1
Male,Asian,Tier 1,Bachelors,2.4,34.51,63.59,35.74,0
Male,White,,Bachelors,2.6,3.56,77.42,,0
Female,White,Tier 2,PhD,7.9,,84.65,90.01,1
Male,Black,Tier 1,Masters,13.7,31.02,69.36,39.29,0
Female,Asian,Tier 3,Bachelors,1.4,12.64,88.7,11.9,0
Male,White,Tier 2,Bachelors,,9.84,79.08,,0
Female,Asian,Tier 1,PhD,14.1,36.29,,74.13,1
Male,White,Tier 1,Masters,1.1,15.58,,89.84,1
Male,White,Tier 1,,3.4,22.18,67.19,70.86,0
Male,White,Tier 3,,2.9,53.33,73.6,88.96,1
Female,White,Tier 1,PhD,0.5,4.85,65.35,52.71,0
Male,Black,Tier 2,Bachelors,3.9,14.73,61.25,91.92,0
Other,,Tier 1,Bachelors,11.4,28.68,72.08,15.03,0
Male,White,Tier 3,Masters,7.7,27.96,65.13,1.96,0
Male,Black,Tier 3,Masters,,69.38,81.71,33.11,1
Female,White,Tier 3,Masters,3.6,31.51,66.9,47.05,0
Male,Asian,Tier 2,Masters,0.1,34.96,54.12,40.05,0
Female,Black,Tier 1,Masters,0.1,11.99,40.56,60.66,0
Female,White,Tier 1,Bachelors,3.9,51.84,57.04,95.31,1
Female,Other,Tier 2,Bachelors,4.9,21.34,85.53,93.04,1
Male,White,Tier 2,,,14.6,82.7,33.56,0
Male,White,Tier 2,Masters,1.9,45.46,67.58,48.54,0
,Hispanic,Tier 3,Bachelors,0.0,14.23,,38.52,0
Female,Asian,Tier 3,Bachelors,7.2,19.25,67.85,48.75,0
Male,White,Tier 3,Bachelors,,19.82,56.25,77.63,0
Female,,Tier 1,Bachelors,0.2,16.62,82.74,40.5,0
Male,White,Tier 2,Masters,18.2,14.94,93.74,42.77,0
Female,White,Tier 2,Masters,3.9,22.28,85.59,6.83,0
Female,Asian,Tier 2,Masters,2.5,15.81,,21.57,0
Male,White,Tier 1,PhD,3.5,37.09,73.96,73.58,1
Male,White,Tier 1,Bachelors,10.3,4.13,65.93,70.08,0
Other,Hispanic,Tier 1,,,18.31,66.79,0.5,0
Male,Black,Tier 2,Masters,10.1,14.49,87.67,,0
Female,Asian,Tier 2,Bachelors,6.2,14.6,70.81,7.23,0
Male,,Tier 2,Masters,2.8,77.25,74.67,50.88,1
Male,Black,Tier 1,Bachelors,4.5,13.64,,23.15,0
Male,Asian,Tier 3,Bachelors,0.4,16.28,65.1,44.92,0
Female,Hispanic,Tier 1,Bachelors,4.3,4.87,,,0
Male,Asian,Tier 2,Bachelors,0.2,21.08,53.22,,0
Other,White,Tier 2,,4.0,12.45,78.92,,0
Female,White,Tier 1,Masters,2.2,18.71,88.51,89.13,1
Male,Asian,Tier 1,Bachelors,1.9,4.55,73.54,14.75,0
Male,White,Tier 3,PhD,0.6,28.79,86.34,76.89,1
Male,Hispanic,Tier 3,Bachelors,22.1,38.76,73.04,6.75,0
Male,Black,Tier 2,Masters,0.3,8.56,,84.69,0
Female,White,Tier 3,Bachelors,,12.68,93.69,57.51,0
Male,White,Tier 1,Bachelors,10.0,,56.75,36.91,0
Male,White,,PhD,11.6,15.92,59.29,55.12,0
,White,Tier 3,Bachelors,3.3,13.59,42.37,42.96,0
Male,Black,Tier 2,Bachelors,0.3,29.68,84.65,50.02,1
,White,Tier 3,Masters,3.3,55.06,51.87,,0
Other,White,Tier 1,Bachelors,8.4,40.78,84.58,63.5,1
Male,Hispanic,Tier 1,Masters,2.6,28.7,72.6,58.36,1
Female,Black,Tier 1,Masters,,30.21,66.08,58.09,0
Male,White,Tier 1,Bachelors,8.2,,93.22,86.93,1
Male,White,Tier 2,Masters,4.3,31.02,52.15,34.66,0
Female,White,Tier 1,Masters,4.9,47.6,69.94,97.02,1
Male,Other,,Bachelors,0.8,20.71,30.87,53.87,0
Male,White,Tier 2,Masters,3.4,22.81,63.77,73.59,0
Female,,Tier 1,Bachelors,0.0,8.32,70.36,70.14,0
Female,Black,Tier 1,Bachelors,0.1,53.84,92.55,20.26,1
Female,Hispanic,Tier 2,Masters,3.8,32.93,,90.31,1
Female,White,Tier 1,Masters,3.7,18.91,48.65,57.31,0
,White,Tier 3,Bachelors,3.6,11.8,64.55,15.11,0
Male,White,Tier 2,Bachelors,0.4,33.24,74.0,51.34,0
Male,Asian,Tier 1,,2.2,6.25,98.63,34.69,0
Male,White,Tier 2,PhD,0.5,20.31,83.29,41.35,0
Male,Asian,Tier 2,Bachelors,2.7,4.09,51.44,92.98,0
Male,Black,Tier 2,Bachelors,6.3,44.14,74.05,62.81,1
Male,Other,Tier 3,Bachelors,4.2,17.44,83.85,,0
Male,White,Tier 2,PhD,,57.46,81.25,69.1,1
Female,White,Tier 3,Bachelors,7.4,38.68,79.73,50.66,0
Male,Asian,,Masters,11.5,27.96,56.09,46.81,0
Female,White,Tier 1,Masters,6.3,19.03,64.75,,0
Other,Black,Tier 2,Bachelors,5.5,19.39,45.36,18.88,0
Male,White,Tier 1,Bachelors,15.9,34.68,66.87,49.53,0
Male,Asian,Tier 1,Bachelors,1.1,16.71,77.91,13.73,0
Male,Asian,Tier 2,Bachelors,5.7,5.7,49.07,10.43,0
Female,White,Tier 1,Masters,0.2,10.69,63.32,43.21,0
Male,Hispanic,Tier 1,Bachelors,1.9,29.55,52.11,71.93,0
Male,White,,Masters,16.9,,84.65,85.12,1
Male,Asian,Tier 2,PhD,6.1,15.98,86.91,45.32,0
Male,Hispanic,Tier 1,Bachelors,1.2,19.95,37.34,10.42,0
Other,Black,Tier 2,Bachelors,2.3,12.18,79.45,55.63,0
Male,Black,Tier 3,Bachelors,6.0,47.81,40.04,44.41,0
Male,Asian,Tier 2,Masters,,49.04,49.21,14.24,0
Male,White,Tier 2,Bachelors,0.8,31.83,58.9,58.28,0
Male,,,Masters,3.5,17.08,93.92,43.83,0
Male,Asian,Tier 3,,25.2,,68.07,,0
Male,White,Tier 1,Bachelors,0.1,21.39,46.24,82.84,0
Female,Black,Tier 3,Bachelors,0.5,,63.07,57.74,0
Male,Hispanic,Tier 2,Masters,3.1,7.89,78.5,49.81,0
Male,White,Tier 1,Bachelors,11.3,41.44,85.1,75.92,1
Female,White,,Masters,0.7,24.96,86.57,25.99,0
Female,,Tier 2,Bachelors,13.2,23.77,68.83,89.12,1
Male,,Tier 1,PhD,4.1,21.62,72.91,79.81,1
Female,Asian,Tier 2,Bachelors,1.5,17.08,43.2,93.43,0
,Black,Tier 3,Masters,,18.76,,29.92,0
Male,,Tier 2,Bachelors,2.1,46.28,68.17,0.21,0
,White,,Bachelors,5.0,3.55,95.81,68.75,0
Male,,Tier 2,Masters,2.8,45.43,14.87,82.7,0
Male,Black,Tier 3,Bachelors,8.8,53.67,29.32,13.55,0
Male,,Tier 2,Bachelors,0.9,17.27,92.86,34.52,0
Male,White,Tier 1,Bachelors,14.4,19.16,89.66,68.94,1
Female,White,Tier 1,Masters,1.6,24.37,78.62,,0
Male,White,Tier 3,Masters,0.5,,,5.93,0
,White,Tier 2,PhD,4.0,28.94,,67.87,0
Female,Black,Tier 2,Bachelors,7.9,3.48,41.65,20.78,0
Female,White,Tier 2,PhD,2.4,23.61,36.99,61.5,0
Female,White,Tier 1,Masters,4.1,42.56,53.16,84.81,1
Male,White,Tier 2,Masters,5.1,14.59,80.86,6.76,0
,White,Tier 2,,0.4,69.11,84.21,52.21,1
Male,White,Tier 2,Masters,6.9,17.14,84.5,40.53,0
Male,,Tier 3,Bachelors,7.6,7.04,65.05,63.67,0
Male,Hispanic,Tier 1,Masters,5.3,36.65,65.93,,0
Female,White,Tier 1,,5.8,,75.22,26.07,0
Male,White,Tier 2,Bachelors,3.2,54.65,37.21,,0
Female,White,Tier 2,PhD,1.5,37.04,82.15,29.35,0
Female,White,Tier 2,Bachelors,10.1,17.11,81.15,,0
Male,Hispanic,Tier 3,PhD,1.3,34.36,86.99,13.07,0
Male,Hispanic,Tier 1,Bachelors,0.4,20.81,91.03,99.74,1
Female,White,Tier 3,Masters,0.5,4.27,81.07,23.45,0
Other,,Tier 3,Masters,4.5,4.93,79.57,,0
Male,White,Tier 3,Bachelors,0.2,42.44,41.82,29.41,0
Male,Asian,Tier 2,PhD,0.7,11.34,73.42,68.15,0
,Black,Tier 2,Masters,0.6,20.16,78.98,20.18,0
,White,Tier 2,Bachelors,2.9,35.57,61.06,95.14,1
Male,White,Tier 2,Bachelors,0.9,26.1,,,0
Female,Hispanic,Tier 1,Bachelors,11.5,17.82,52.96,13.87,0
Female,Black,Tier 3,Bachelors,0.6,20.09,63.8,27.17,0
Male,White,Tier 2,Bachelors,0.1,13.04,57.13,69.14,0
Male,White,Tier 3,Bachelors,7.0,37.4,79.34,93.69,1
Male,Black,Tier 1,Masters,4.5,,74.33,37.91,0
Male,Asian,Tier 2,,8.3,10.15,68.16,2.5,0
Male,Black,Tier 2,Masters,5.3,22.87,44.73,66.03,0
Male,White,Tier 1,Bachelors,3.7,15.97,87.81,3.78,0
Male,Hispanic,Tier 1,Bachelors,4.0,12.62,62.52,90.38,0
Male,White,Tier 2,Bachelors,4.9,14.86,68.49,7.03,0
Other,White,Tier 2,Bachelors,0.2,58.2,64.71,58.26,1
Male,Asian,Tier 1,Masters,0.4,22.55,51.37,97.1,0
Female,White,Tier 2,Bachelors,1.8,3.57,92.11,41.53,0
,White,Tier 2,PhD,2.2,46.12,71.75,,0
Female,Black,Tier 2,Bachelors,8.2,30.27,86.06,46.98,0
Male,White,Tier 3,Bachelors,14.6,7.44,62.79,9.66,0
Male,White,Tier 2,Bachelors,0.2,25.34,79.37,93.77,1
Male,Hispanic,Tier 2,Bachelors,7.4,63.8,,18.3,1
Female,Asian,Tier 1,Bachelors,8.0,,62.56,41.85,0
Other,White,Tier 2,Bachelors,1.2,15.21,81.72,,0
Male,White,Tier 2,Masters,22.0,24.49,,35.02,0
Female,Asian,Tier 1,Bachelors,0.7,6.17,79.05,73.64,0
Female,Asian,Tier 3,Bachelors,9.1,31.11,74.68,58.25,0
Male,White,Tier 2,PhD,1.4,30.08,81.73,60.77,1
Female,,Tier 1,Masters,4.0,21.5,62.85,14.35,0
Male,White,Tier 2,Bachelors,2.5,,66.15,99.94,1
Male,White,Tier 2,Bachelors,3.6,42.57,25.01,52.18,0
Male,,Tier 3,Bachelors,18.9,7.31,88.5,4.41,0
Female,White,Tier 2,Bachelors,3.6,,55.02,42.09,0
Male,Hispanic,Tier 2,Bachelors,,54.87,75.34,83.78,1
Male,Asian,Tier 3,Bachelors,4.5,5.93,57.49,22.36,0
,White,Tier 3,Bachelors,8.3,14.33,92.9,1.74,0
Female,Asian,Tier 3,,15.0,38.15,91.06,44.35,0
Male,White,Tier 2,Bachelors,6.0,19.61,79.14,16.15,0
Female,White,Tier 2,Bachelors,16.0,26.24,52.32,33.48,0
Female,Other,Tier 1,Bachelors,2.3,14.85,,68.96,0
Male,White,Tier 2,Masters,1.2,28.12,70.15,53.1,0
Male,Asian,Tier 1,Masters,,26.88,66.98,59.22,0
Male,Asian,Tier 2,Bachelors,6.5,5.55,84.94,1.04,0
Female,White,Tier 3,Bachelors,6.1,46.64,64.51,,0
Male,Hispanic,Tier 2,Masters,6.2,9.12,91.22,18.16,0
Female,White,Tier 2,Bachelors,3.4,17.32,90.97,,0
Male,Asian,Tier 2,Bachelors,0.9,42.22,77.13,41.1,0
Male,White,Tier 2,Masters,10.8,21.14,71.15,13.42,0
Male,Asian,Tier 3,Bachelors,8.7,17.32,82.91,63.9,0
Female,Black,Tier 2,Bachelors,3.0,,74.22,29.55,0
Male,White,Tier 1,Masters,8.8,29.19,64.77,76.4,1
Male,Black,Tier 3,Bachelors,18.5,10.97,80.57,68.38,0
Female,Black,Tier 3,Bachelors,0.7,8.84,96.59,30.28,0
Male,Black,Tier 3,Bachelors,6.3,8.08,48.13,74.85,0
Male,White,,Masters,11.1,24.94,94.48,75.59,1
Male,White,Tier 3,Bachelors,8.9,33.88,83.21,9.08,0
Other,Hispanic,,Masters,7.1,64.52,60.52,62.96,1
Female,Asian,Tier 1,Bachelors,0.4,8.02,75.7,45.26,0
Female,White,Tier 1,Bachelors,3.0,,80.14,44.91,0
Male,Other,Tier 2,,0.5,56.78,60.99,27.73,0
Male,,Tier 1,Bachelors,3.7,31.93,78.75,76.32,1
Other,Asian,Tier 2,,0.1,,69.09,22.01,0
Female,White,Tier 3,,,22.49,70.03,54.92,0
Male,White,,Bachelors,0.3,21.4,66.79,,0
Male,White,Tier 2,Bachelors,1.1,28.81,63.82,22.32,0
Other,White,Tier 3,Bachelors,0.2,17.64,38.35,11.05,0
Male,Hispanic,Tier 1,Bachelors,3.7,53.58,46.5,81.15,1
Male,,Tier 2,,0.4,,94.83,53.65,1
Female,White,Tier 1,Masters,7.1,37.67,87.29,81.61,1
Male,White,Tier 3,Masters,,47.58,70.29,46.66,0
Male,Hispanic,Tier 3,,5.2,22.69,77.63,50.21,0
,Hispanic,Tier 2,Bachelors,3.5,14.34,93.96,89.82,1
Male,White,Tier 2,Masters,6.7,9.99,71.91,,0
Male,Black,Tier 2,Masters,4.6,17.23,64.19,78.54,0
Male,White,Tier 1,Masters,5.4,41.28,69.31,1.25,0
Male,,Tier 3,Bachelors,0.3,56.95,62.84,80.35,1
,Black,,Bachelors,2.2,19.1,88.74,53.07,0
Male,Asian,Tier 1,Masters,8.1,17.31,44.59,90.94,0
Male,Asian,,,16.0,22.18,72.77,3.16,0
Female,Asian,Tier 2,Bachelors,1.2,0.91,91.95,31.22,0
Female,White,Tier 1,Bachelors,7.0,21.33,79.56,48.22,0
Male,White,Tier 1,Bachelors,2.2,6.82,89.06,44.56,0
Female,White,Tier 3,Bachelors,0.2,5.62,61.51,5.37,0
Female,White,Tier 1,Bachelors,3.7,51.96,76.26,47.13,1
Male,Asian,Tier 2,Masters,8.8,7.21,77.52,35.2,0
Female,White,Tier 3,Masters,4.9,41.59,77.66,86.48,1
Male,White,Tier 3,Bachelors,,9.22,,18.38,0
Female,White,Tier 2,Masters,2.5,27.9,84.34,23.83,0
Male,Black,Tier 3,Bachelors,3.2,13.52,76.56,29.68,0
Female,White,Tier 3,Bachelors,0.1,41.76,72.34,68.23,0
Female,,Tier 2,PhD,2.0,28.19,58.39,18.85,0
Male,Other,Tier 1,Bachelors,6.2,22.42,72.87,49.39,0
Female,White,Tier 1,Masters,12.3,29.09,86.0,70.99,1
Female,Black,Tier 3,Bachelors,7.0,10.99,51.34,66.2,0
Male,Other,Tier 1,Masters,2.9,4.53,63.4,98.75,0
,Black,Tier 1,,4.0,31.91,85.31,57.74,1
Female,Black,Tier 2,Bachelors,1.9,,61.28,,0
Other,,Tier 3,Masters,5.8,16.9,,49.14,0
Male,Black,Tier 2,Masters,1.2,37.82,,92.73,1
Male,White,Tier 2,Bachelors,,18.3,51.65,11.41,0
Male,White,,Bachelors,2.8,16.45,79.26,46.29,0
,Other,Tier 2,Masters,1.9,19.79,87.91,54.79,0
Female,Black,Tier 1,Bachelors,1.3,35.35,47.91,53.1,0
Female,White,Tier 2,Bachelors,4.2,21.21,59.54,82.02,0
Female,White,Tier 2,Masters,1.8,23.6,98.62,43.79,0
Male,White,Tier 2,Bachelors,1.7,40.09,71.3,,0
Female,Hispanic,Tier 3,PhD,6.0,32.2,35.12,25.74,0
Other,,Tier 2,Bachelors,5.2,13.13,,74.43,0
Male,Black,Tier 3,,11.9,13.96,94.74,50.98,0
Female,White,Tier 2,PhD,12.0,46.62,76.11,5.78,0
