gender,race,college_tier,education_level,years_experience,skills_score,interview_score,test_score,hired
Female,Hispanic,Tier 1,Bachelors,11,72.04,62.83,29.62,1
Female,Asian,Tier 1,Masters,11,51.11,18.41,57.23,0
Other,Other,Tier 2,Bachelors,6,60.43,10.57,44.19,0
Female,White,Tier 3,Masters,12,46.09,81.29,34.67,0
Other,Other,Tier 2,Bachelors,7,82.87,57.88,74.65,1
Male,White,Tier 1,Bachelors,8,82.96,61.83,89.35,1
Male,Black,Tier 2,Masters,6,70.94,78.15,75.68,1
Male,White,Tier 3,Bachelors,20,10.54,70.33,33.2,0
Male,Hispanic,Tier 2,Bachelors,14,83.89,83.45,74.44,1
Other,Asian,Tier 3,Masters,1,67.1,5.62,15.2,0
Female,Black,Tier 1,Bachelors,19,69.7,74.75,13.03,1
Male,White,Tier 1,Masters,11,36.3,85.09,34.56,1
Female,Other,Tier 3,Masters,0,87.93,28.61,80.77,1
Other,Black,Tier 2,Bachelors,7,72.54,64.04,24.63,1
Other,Black,Tier 1,Masters,4,11.26,31.42,6.33,0
Other,White,Tier 2,Masters,14,40.78,95.8,13.17,1
Male,Black,Tier 3,Bachelors,0,88.64,3.34,85.87,0
Female,Other,Tier 2,Bachelors,0,4.72,57.98,63.38,0
Female,Black,Tier 2,Bachelors,9,96.14,16.65,25.32,0
Female,Other,Tier 1,PhD,9,67.92,71.22,55.53,1
Other,White,Tier 2,Bachelors,20,63.14,17.59,52.76,0
Male,Asian,Tier 2,Masters,14,27.06,23.54,65.54,0
Other,Black,Tier 3,Masters,16,24.88,49.44,23.32,0
Other,Asian,Tier 3,Masters,5,94.21,91.48,86.44,1
Female,Other,Tier 3,Bachelors,2,29.83,21.17,30.94,0
Other,Black,Tier 1,Bachelors,12,77.55,14.42,69.41,0
Female,Hispanic,Tier 2,Masters,15,39.31,75.9,1.61,0
Male,Asian,Tier 2,Bachelors,7,13.93,50.06,37.27,0
Female,Black,Tier 2,Bachelors,14,1.07,91.18,35.17,0
Male,Asian,Tier 2,Bachelors,16,54.43,14.66,54.35,0
Female,Black,Tier 3,Bachelors,16,97.58,64.59,7.27,1
Other,White,Tier 2,Masters,12,36.91,23.29,79.01,0
Other,Asian,Tier 2,Bachelors,16,35.72,15.68,21.78,0
Male,Hispanic,Tier 1,Bachelors,5,34.41,68.34,67.7,1
Male,Hispanic,Tier 1,Bachelors,16,52.05,59.37,80.32,1
Male,Other,Tier 2,Masters,15,44.07,75.48,56.19,1
Female,Black,Tier 2,Masters,13,87.99,30.95,74.09,1
Female,Asian,Tier 1,Bachelors,12,50.55,44.8,66.19,0
Male,Other,Tier 1,Masters,5,50.78,40.55,35.55,0
Other,Asian,Tier 2,Masters,2,13.84,98.41,80.89,1
Female,Black,Tier 1,Masters,13,98.27,29.22,29.47,1
Female,Hispanic,Tier 1,Masters,13,25.0,29.48,57.12,0
Female,White,Tier 1,Bachelors,14,7.34,35.45,74.54,0
Male,Hispanic,Tier 1,Bachelors,7,66.31,56.46,37.9,1
Male,Other,Tier 1,Bachelors,14,59.54,25.23,30.28,0
Male,White,Tier 1,Bachelors,12,41.51,91.53,45.93,1
Male,Other,Tier 2,PhD,16,42.22,26.57,81.8,0
Male,Black,Tier 3,Bachelors,20,78.51,89.58,92.99,1
Other,White,Tier 2,Bachelors,2,19.57,10.35,54.51,0
Other,Other,Tier 2,Masters,5,82.03,65.66,66.15,1
Male,Black,Tier 1,Masters,4,64.87,90.7,90.33,1
Female,Hispanic,Tier 1,Bachelors,16,41.9,16.87,9.85,0
Male,Black,Tier 2,Bachelors,1,45.8,96.83,23.21,1
Other,Asian,Tier 1,Bachelors,14,25.66,45.29,70.89,0
Other,Black,Tier 2,Masters,4,75.21,94.57,82.37,1
Female,Black,Tier 2,Bachelors,19,51.29,67.68,85.7,1
Other,Asian,Tier 2,Bachelors,5,32.09,30.16,41.51,0
Male,Other,Tier 1,Masters,5,59.61,18.83,8.93,0
Female,Other,Tier 1,Bachelors,17,99.57,30.37,43.78,1
Male,Black,Tier 2,Masters,17,43.53,9.3,23.07,0
Male,Asian,Tier 1,Bachelors,3,92.07,14.39,29.12,0
Female,Asian,Tier 2,Bachelors,16,34.5,10.47,77.23,0
Male,Hispanic,Tier 2,PhD,13,5.47,42.29,7.55,0
Other,Other,Tier 3,Masters,13,20.42,79.56,82.76,1
Male,White,Tier 1,Bachelors,12,41.87,14.14,42.77,0
Female,Other,Tier 3,Masters,6,21.96,13.03,59.61,0
Female,Other,Tier 2,Masters,11,0.02,64.34,8.97,0
Female,Hispanic,Tier 1,Masters,14,91.5,19.72,33.74,0
Male,White,Tier 1,Bachelors,18,84.39,9.76,8.97,0
Female,Hispanic,Tier 2,PhD,10,74.23,16.68,96.15,1
Female,White,Tier 1,Bachelors,14,16.78,92.37,80.73,1
Male,Black,Tier 1,Bachelors,11,12.04,82.15,45.96,0
Other,White,Tier 1,Bachelors,2,6.76,35.41,22.36,0
Male,Hispanic,Tier 3,Bachelors,16,72.4,65.58,93.35,1
Female,Other,Tier 2,Masters,2,92.88,53.73,34.46,1
Female,White,Tier 2,Bachelors,18,43.05,67.71,16.1,0
Male,White,Tier 1,Bachelors,19,11.91,68.27,56.32,0
Other,Asian,Tier 1,Masters,3,51.24,62.87,94.38,1
Female,Other,Tier 2,Bachelors,2,34.88,26.61,0.38,0
Female,Black,Tier 2,Bachelors,15,37.48,3.9,23.81,0
Female,Hispanic,Tier 1,Bachelors,11,62.13,45.56,93.84,1
Male,Black,Tier 2,Bachelors,7,71.87,89.1,17.11,1
Female,Other,Tier 3,Bachelors,16,11.06,56.95,11.32,0
Other,White,Tier 2,Masters,6,3.56,83.24,57.02,0
Female,White,Tier 2,Bachelors,10,99.43,99.16,86.18,1
Female,Other,Tier 3,Bachelors,17,23.27,16.36,47.71,0
Other,White,Tier 1,Masters,0,5.38,69.18,99.46,0
Female,White,Tier 2,Masters,2,18.99,67.43,67.92,0
Male,White,Tier 3,Bachelors,3,3.9,98.0,7.41,0
Male,Hispanic,Tier 1,Masters,12,39.18,98.56,99.28,1
Male,Hispanic,Tier 2,Bachelors,5,80.24,68.67,40.79,1
Other,Asian,Tier 2,Bachelors,13,34.12,24.36,28.74,0
Female,Black,Tier 2,Masters,4,44.42,79.86,55.79,1
Male,Other,Tier 2,Bachelors,15,67.56,10.7,30.43,0
Other,Other,Tier 3,PhD,14,50.89,78.07,8.65,0
Female,Other,Tier 2,Bachelors,14,86.14,91.02,0.14,1
Other,Asian,Tier 1,Masters,3,86.6,38.28,44.96,1
Male,Hispanic,Tier 3,Bachelors,7,0.99,63.06,83.69,0
Male,Asian,Tier 1,Masters,15,77.8,43.01,57.23,1
Male,Other,Tier 1,Masters,15,46.07,43.78,99.92,1
Other,Black,Tier 2,Masters,3,98.88,31.04,28.68,1
Other,White,Tier 2,Bachelors,12,48.32,76.21,28.05,0
Male,Hispanic,Tier 2,Masters,12,98.69,93.62,15.97,1
Other,Hispanic,Tier 3,Masters,1,75.46,94.08,16.41,1
Male,Asian,Tier 2,Masters,2,24.86,17.48,28.52,0
Male,Hispanic,Tier 2,Masters,7,53.84,87.47,79.28,1
Female,Other,Tier 1,Masters,14,99.21,73.74,90.58,1
Other,Other,Tier 3,Bachelors,10,85.75,25.28,97.51,1
Male,Asian,Tier 3,Bachelors,8,9.74,6.73,23.23,0
Male,Other,Tier 2,Bachelors,6,70.64,26.8,88.13,1
Other,Black,Tier 1,Bachelors,12,34.56,91.22,32.83,1
Female,Asian,Tier 1,PhD,1,0.7,63.32,11.28,0
Female,Black,Tier 1,Masters,7,40.35,72.11,87.0,1
Male,White,Tier 1,PhD,6,23.48,25.72,63.61,0
Other,Black,Tier 1,Bachelors,11,81.89,71.94,16.47,1
Female,White,Tier 3,Masters,18,33.73,2.81,42.98,0
Other,White,Tier 2,Masters,6,82.75,37.53,28.73,0
Other,Black,Tier 1,Masters,9,0.06,62.68,73.68,0
Male,Asian,Tier 1,Masters,15,30.78,14.61,45.34,0
Female,Other,Tier 1,Bachelors,2,24.12,82.3,98.93,1
Male,Other,Tier 1,Masters,9,23.36,23.5,5.47,0
Female,White,Tier 1,Masters,5,6.82,65.23,35.5,0
Female,White,Tier 1,Bachelors,17,18.71,40.52,48.19,0
Female,Asian,Tier 2,Bachelors,17,55.55,59.6,50.31,1
Female,Hispanic,Tier 3,PhD,4,29.14,10.75,31.59,0
Female,Black,Tier 1,Masters,20,41.74,1.69,72.92,0
Other,White,Tier 2,PhD,6,37.69,90.96,87.47,1
Male,Other,Tier 3,Masters,1,87.59,26.96,93.87,1
Other,Asian,Tier 1,Bachelors,10,90.53,81.97,80.51,1
Female,Black,Tier 1,Bachelors,12,49.3,99.94,85.06,1
Male,Asian,Tier 3,Bachelors,4,33.02,21.14,55.05,0
Female,Black,Tier 1,Bachelors,5,10.68,26.52,82.59,0
Male,Black,Tier 2,Bachelors,13,95.34,66.29,30.35,1
Other,White,Tier 2,Bachelors,11,6.02,96.54,39.85,0
Male,Asian,Tier 1,Bachelors,3,29.77,91.58,31.69,1
Male,Asian,Tier 1,PhD,5,29.81,50.29,46.74,0
Male,Other,Tier 2,Bachelors,9,32.04,79.51,28.56,0
Male,Other,Tier 1,Masters,17,16.43,13.57,96.16,0
Male,White,Tier 1,Masters,14,78.32,97.74,31.28,1
Female,White,Tier 2,Bachelors,7,12.25,96.44,9.8,0
Male,Hispanic,Tier 2,Bachelors,8,63.49,16.37,52.68,0
Male,Other,Tier 1,Bachelors,4,12.38,29.94,5.71,0
Other,Black,Tier 3,Bachelors,9,7.05,10.02,11.05,0
Male,Asian,Tier 1,Masters,19,90.94,27.17,21.94,1
Other,White,Tier 3,Bachelors,5,19.01,81.6,46.44,0
Female,Asian,Tier 2,Bachelors,15,82.13,37.83,43.33,1
Male,Asian,Tier 2,Bachelors,2,54.46,8.84,79.97,0
Other,Hispanic,Tier 2,PhD,9,7.79,34.22,73.95,0
Other,Other,Tier 3,Masters,10,95.54,98.14,42.63,1
Female,White,Tier 1,Masters,10,24.7,62.97,33.37,0
Male,Asian,Tier 2,Bachelors,16,85.96,41.62,31.65,1
Male,White,Tier 1,Masters,3,16.88,16.65,77.4,0
Other,Black,Tier 1,Masters,3,85.39,98.62,5.21,1
Male,Hispanic,Tier 1,Masters,16,1.32,82.08,1.28,0
Other,Black,Tier 3,PhD,8,51.18,28.15,79.55,0
Male,White,Tier 3,Bachelors,18,76.94,7.01,47.71,0
Other,White,Tier 1,PhD,4,93.48,5.66,13.09,0
Male,Other,Tier 1,PhD,5,90.92,12.04,23.56,0
Female,Asian,Tier 2,Bachelors,2,81.96,58.08,93.25,1
Male,Asian,Tier 2,Bachelors,0,88.82,92.88,85.95,1
Male,Black,Tier 1,PhD,19,19.92,49.67,70.98,0
Female,Hispanic,Tier 2,Bachelors,15,28.42,84.29,48.22,0
Male,Asian,Tier 2,Masters,10,28.9,44.59,52.03,0
Female,Other,Tier 3,PhD,12,37.71,70.86,97.52,1
Male,Black,Tier 1,Masters,9,39.33,73.19,96.58,1
Other,Black,Tier 2,Bachelors,2,54.46,17.4,21.53,0
Other,Other,Tier 2,Masters,8,15.99,36.12,81.11,0
Male,Hispanic,Tier 2,Bachelors,11,69.12,63.73,19.72,1
Male,Other,Tier 2,Masters,13,16.76,7.07,21.35,0
Male,Hispanic,Tier 2,Bachelors,0,31.03,36.15,67.61,0
Other,Other,Tier 1,Masters,17,50.33,53.48,40.5,0
Male,Other,Tier 3,Masters,16,79.64,99.62,93.15,1
Other,White,Tier 2,Masters,8,73.95,47.45,8.9,0
Female,Black,Tier 1,Masters,8,64.55,81.61,51.15,1
Other,Other,Tier 2,Masters,9,15.58,43.21,91.85,0
Other,Other,Tier 1,Masters,18,54.7,79.64,90.41,1
Female,Asian,Tier 1,Bachelors,14,8.74,59.54,15.65,0
Other,Black,Tier 3,Masters,4,37.74,88.66,36.66,0
Male,Asian,Tier 2,Bachelors,14,41.35,41.09,61.91,0
Male,Black,Tier 2,PhD,19,3.98,60.43,15.94,0
Other,Asian,Tier 1,Bachelors,1,27.4,63.0,96.8,1
Male,Other,Tier 2,Bachelors,12,95.56,41.74,91.47,1
Other,Other,Tier 1,Masters,15,95.36,14.43,16.7,0
Male,White,Tier 1,Bachelors,14,35.23,9.36,12.12,0
Male,Asian,Tier 3,Bachelors,9,4.31,1.67,8.54,0
Other,Hispanic,Tier 2,Masters,13,17.91,87.35,90.94,1
Male,White,Tier 2,Masters,9,39.22,23.65,19.36,0
Other,Asian,Tier 1,Masters,13,94.78,21.15,41.63,1
Male,Asian,Tier 3,Bachelors,8,14.12,73.6,44.89,0
Male,White,Tier 2,Masters,13,76.35,32.0,59.9,1
Female,Other,Tier 2,Bachelors,2,10.87,50.6,7.17,0
Female,Asian,Tier 2,Masters,19,98.13,16.25,22.68,0
Other,Other,Tier 1,Masters,15,38.16,95.97,93.15,1
Female,White,Tier 1,Masters,1,77.52,85.16,90.84,1
Other,Other,Tier 2,Bachelors,9,34.26,86.38,78.13,1
Female,Black,Tier 1,Bachelors,2,62.77,40.68,1.94,0
Male,Hispanic,Tier 1,Bachelors,10,19.2,76.24,32.7,0
Other,Asian,Tier 3,Bachelors,10,14.6,14.39,62.8,0
Other,Hispanic,Tier 2,Bachelors,20,93.81,0.86,27.52,0
Male,Other,Tier 2,Masters,20,91.76,2.0,90.96,1
Other,Asian,Tier 2,Bachelors,12,88.75,58.66,63.39,1
Other,Other,Tier 2,PhD,6,62.54,45.54,7.19,0
Female,Black,Tier 1,Bachelors,16,80.83,51.8,90.9,1
Other,White,Tier 1,Masters,1,6.9,0.75,95.78,0
Male,Asian,Tier 1,Masters,11,33.48,42.27,7.77,0
Female,Black,Tier 1,Bachelors,9,31.37,71.81,53.24,0
Female,Black,Tier 2,Bachelors,17,63.56,44.27,30.34,0
Male,Asian,Tier 1,Masters,10,35.6,73.22,39.28,0
Male,Other,Tier 2,Bachelors,15,14.85,23.3,17.97,0
Female,Black,Tier 1,PhD,16,59.65,81.31,57.81,1
Other,Hispanic,Tier 1,Masters,18,81.44,58.84,95.8,1
Female,Black,Tier 2,PhD,17,38.21,21.08,50.31,0
Male,Other,Tier 1,Bachelors,2,13.23,23.67,8.29,0
Female,Other,Tier 1,Masters,20,19.67,62.8,62.0,0
Male,Hispanic,Tier 1,Masters,15,23.75,82.99,34.02,0
Female,Black,Tier 1,Masters,5,29.99,41.56,85.59,0
Other,Other,Tier 2,Bachelors,11,64.28,25.83,43.47,0
Female,Asian,Tier 1,Masters,10,60.09,86.7,19.28,1
Female,White,Tier 1,Bachelors,14,69.61,66.93,19.11,1
Male,White,Tier 2,Masters,14,36.25,44.81,76.88,0
Male,White,Tier 1,Bachelors,15,82.4,48.79,26.56,1
Male,Black,Tier 3,Masters,9,20.41,20.43,76.72,0
Female,Hispanic,Tier 2,Bachelors,11,46.9,62.68,20.59,0
Other,Other,Tier 2,Masters,12,80.09,35.87,32.17,0
Male,Asian,Tier 2,Masters,3,18.02,99.56,46.55,1
Male,Asian,Tier 1,Masters,6,10.99,48.02,94.32,0
Female,Black,Tier 2,Masters,1,88.37,48.59,93.17,1
Male,White,Tier 1,Bachelors,14,34.29,56.59,20.69,0
Other,Black,Tier 3,PhD,7,68.39,91.68,35.82,1
Other,Hispanic,Tier 1,Bachelors,6,2.53,80.08,14.94,0
Male,Hispanic,Tier 2,Masters,14,69.0,45.11,51.0,1
Male,Other,Tier 2,Masters,13,31.61,71.87,46.06,0
Female,Other,Tier 1,Masters,7,5.57,58.62,90.08,0
Other,Hispanic,Tier 1,Bachelors,11,60.98,49.24,93.0,1
Other,Hispanic,Tier 2,Masters,12,24.08,19.23,38.36,0
Male,Hispanic,Tier 3,Masters,10,38.68,46.39,49.17,0
Female,Black,Tier 1,Bachelors,16,8.06,24.58,89.62,0
Other,Hispanic,Tier 2,PhD,16,14.72,91.48,80.67,1
Other,Asian,Tier 3,Bachelors,3,29.8,33.54,0.37,0
Female,White,Tier 3,Bachelors,20,8.98,95.23,32.01,0
Female,Hispanic,Tier 1,Bachelors,7,91.08,53.31,42.18,1
Other,White,Tier 2,Bachelors,4,0.6,63.15,22.97,0
Other,Black,Tier 1,PhD,15,48.39,54.29,19.96,0
Female,White,Tier 3,Bachelors,3,12.32,12.94,3.78,0
Other,Black,Tier 2,Bachelors,14,30.77,37.58,64.34,0
Male,Asian,Tier 1,Bachelors,11,92.61,9.91,26.25,0
Male,Black,Tier 2,Masters,4,16.17,62.3,5.23,0
Female,Black,Tier 1,Masters,15,96.58,44.69,23.1,1
Female,Other,Tier 3,Bachelors,13,20.58,77.8,80.19,0
Female,Hispanic,Tier 3,Bachelors,9,74.16,22.05,85.15,0
Male,Hispanic,Tier 2,Masters,6,54.67,16.46,48.31,0
Other,Asian,Tier 1,Bachelors,12,88.45,40.63,41.61,1
Male,Asian,Tier 2,Bachelors,19,55.4,92.66,97.79,1
Other,Hispanic,Tier 1,Bachelors,4,53.46,71.04,20.06,0
Male,Other,Tier 1,Masters,2,19.55,41.89,21.54,0
Other,Hispanic,Tier 3,Bachelors,14,16.62,51.73,29.19,0
Male,Other,Tier 1,Masters,3,91.65,8.42,17.28,0
Female,Asian,Tier 1,Bachelors,14,32.78,98.46,37.94,1
Male,White,Tier 3,PhD,13,37.21,66.64,91.08,1
Other,Asian,Tier 1,Bachelors,19,75.98,28.54,61.53,1
Male,Asian,Tier 1,Masters,18,33.88,58.58,41.19,0
Male,Black,Tier 3,Bachelors,12,95.21,10.95,93.44,1
Male,Black,Tier 1,Bachelors,9,73.79,96.58,4.85,1
Female,Black,Tier 2,Masters,20,59.74,17.48,21.03,0
Male,Black,Tier 3,Bachelors,4,88.09,64.8,56.59,1
Female,Other,Tier 3,Masters,19,4.96,24.55,61.56,0
Female,Hispanic,Tier 2,PhD,19,25.71,71.76,3.96,0
Male,White,Tier 1,Masters,5,46.5,77.68,40.3,1
Male,Asian,Tier 1,Bachelors,3,22.7,67.34,64.92,0
Male,Other,Tier 3,Masters,1,74.39,61.45,69.81,1
Other,White,Tier 3,Bachelors,15,91.92,89.25,63.81,1
Male,Other,Tier 2,Masters,17,42.38,7.86,32.06,0
Female,Other,Tier 1,Masters,4,34.21,33.09,9.35,0
Male,Asian,Tier 1,Masters,3,96.16,24.83,42.71,1
Other,Hispanic,Tier 1,Bachelors,12,44.49,98.8,12.88,1
Male,Black,Tier 2,Masters,18,48.9,38.94,94.76,1
Other,Hispanic,Tier 2,Bachelors,1,35.16,73.26,47.52,0
Other,Asian,Tier 3,Masters,12,90.95,68.47,31.73,1
Male,Asian,Tier 2,Bachelors,10,56.9,21.21,76.63,0
Female,Asian,Tier 1,Masters,3,76.22,23.9,49.79,0
Other,White,Tier 2,Masters,19,81.18,28.13,31.0,0
Male,Hispanic,Tier 2,Masters,19,34.18,41.11,81.2,0
Male,Hispanic,Tier 2,Bachelors,14,43.37,23.43,86.72,0
Female,Other,Tier 2,Masters,3,84.85,1.97,67.3,0
Other,Other,Tier 3,Bachelors,8,36.33,87.94,4.7,0
Other,Other,Tier 3,Bachelors,6,79.39,96.56,56.63,1
Male,Asian,Tier 1,Bachelors,18,94.1,34.16,76.33,1
Male,Hispanic,Tier 1,Bachelors,18,62.32,33.85,13.65,0
Female,Asian,Tier 2,Bachelors,5,74.16,0.71,22.87,0
Female,White,Tier 1,Masters,5,80.51,68.03,88.25,1
Other,Other,Tier 1,Bachelors,19,84.5,82.54,2.01,1
Other,Asian,Tier 1,Bachelors,14,39.51,14.66,75.27,0
Male,Asian,Tier 2,PhD,14,5.13,15.97,47.38,0
Other,White,Tier 1,Bachelors,19,40.19,79.01,44.68,1
Female,Black,Tier 2,Masters,8,67.38,61.63,0.71,0
Female,Hispanic,Tier 3,Masters,3,45.04,4.49,81.94,0
Male,Black,Tier 1,PhD,17,74.9,62.25,35.98,1
Female,Other,Tier 1,Masters,17,35.7,30.89,54.08,0
Female,Asian,Tier 1,Masters,4,63.47,36.87,67.73,1
Female,White,Tier 3,Masters,19,18.64,76.97,70.26,0
Female,White,Tier 1,Bachelors,10,74.94,81.09,95.6,1
Male,Hispanic,Tier 1,Masters,4,54.57,40.04,53.13,0
Male,Black,Tier 1,Bachelors,3,20.41,94.72,39.97,1
Other,Hispanic,Tier 2,PhD,11,29.19,40.65,95.37,0
Female,Asian,Tier 2,Bachelors,1,74.86,77.18,64.21,1
Other,Hispanic,Tier 2,Masters,12,48.26,48.39,29.82,0
Male,White,Tier 3,Bachelors,9,21.6,89.75,12.65,0
Male,White,Tier 1,Masters,8,96.73,90.78,84.26,1
Male,Other,Tier 3,Bachelors,9,71.51,8.74,36.22,0
Male,Other,Tier 1,Masters,6,95.71,93.65,66.05,1
Male,Asian,Tier 3,Masters,3,42.71,82.55,47.08,1
Male,Black,Tier 2,Bachelors,18,47.51,79.13,19.89,1
Male,Hispanic,Tier 3,Masters,9,89.8,20.09,60.17,0
Female,Asian,Tier 1,Masters,2,52.5,80.51,6.07,0
Other,Other,Tier 1,Masters,20,70.73,85.01,41.33,1
Male,Hispanic,Tier 1,Bachelors,18,25.22,28.92,54.66,0
Female,Other,Tier 1,Bachelors,20,44.67,95.23,43.6,1
Female,Hispanic,Tier 1,Bachelors,1,12.34,4.99,74.87,0
Other,Black,Tier 1,Bachelors,19,20.6,14.99,82.79,0
Male,Asian,Tier 1,PhD,9,0.09,53.76,77.12,0
Other,Hispanic,Tier 2,Bachelors,1,3.93,57.58,3.88,0
Male,White,Tier 3,Masters,1,97.73,64.52,19.41,1
Female,White,Tier 2,Bachelors,16,24.24,1.7,53.66,0
Female,Hispanic,Tier 1,Masters,15,66.33,96.04,93.48,1
Female,Hispanic,Tier 2,Masters,15,83.91,4.46,83.5,0
Female,Hispanic,Tier 1,Masters,13,55.07,14.31,84.25,0
Other,White,Tier 3,Bachelors,6,15.31,1.4,30.32,0
Male,White,Tier 1,Bachelors,20,72.81,56.69,42.94,1
Male,Hispanic,Tier 2,Bachelors,10,60.03,93.23,47.07,1
Other,Other,Tier 3,Bachelors,0,73.13,66.59,15.74,0
Male,Other,Tier 3,Bachelors,10,76.97,82.27,3.11,1
Female,Black,Tier 2,Bachelors,20,97.54,1.33,94.69,1
Male,Asian,Tier 3,Bachelors,3,57.36,54.2,24.07,0
Female,Other,Tier 3,Masters,6,34.16,45.96,23.99,0
Other,White,Tier 2,Bachelors,14,64.85,49.9,8.34,0
Male,Other,Tier 2,Bachelors,17,6.84,7.22,92.85,0
Other,Black,Tier 2,Bachelors,11,89.74,68.44,57.97,1
Male,Black,Tier 2,Masters,16,11.94,50.32,66.7,0
Female,Asian,Tier 2,Masters,0,32.78,76.51,91.16,1
Other,Other,Tier 2,Masters,10,81.57,48.53,34.56,1
Male,White,Tier 1,Masters,0,59.73,14.94,62.15,0
Female,White,Tier 1,Bachelors,14,39.36,64.83,3.88,0
Other,Hispanic,Tier 1,Masters,20,47.34,17.24,18.68,0
Other,White,Tier 1,Bachelors,9,85.45,87.24,83.12,1
Male,Asian,Tier 1,Bachelors,6,34.0,61.31,76.68,1
Male,Asian,Tier 2,Masters,1,86.96,15.72,35.06,0
Male,White,Tier 1,Masters,9,8.81,96.23,37.68,0
Female,White,Tier 3,Bachelors,3,77.68,51.84,53.36,1
Male,Hispanic,Tier 1,Masters,11,84.75,7.29,0.02,0
Other,White,Tier 1,Masters,18,18.18,62.68,24.12,0
Other,Hispanic,Tier 2,Bachelors,10,43.03,25.32,20.82,0
Male,Hispanic,Tier 2,Bachelors,7,16.55,80.37,25.05,0
Male,White,Tier 1,Bachelors,17,70.66,81.78,80.59,1
Other,Black,Tier 3,Bachelors,10,53.53,97.89,27.97,1
Female,Black,Tier 3,Bachelors,10,63.53,50.19,19.15,0
Male,Hispanic,Tier 1,Bachelors,12,19.65,45.5,50.43,0
Male,White,Tier 1,Bachelors,2,21.17,75.35,86.56,1
Other,Black,Tier 3,Masters,11,4.15,13.25,24.13,0
Male,White,Tier 2,Masters,2,32.21,54.69,7.85,0
Female,White,Tier 2,PhD,9,55.97,54.62,35.64,0
Other,White,Tier 3,Bachelors,16,85.79,8.95,74.77,0
Male,Other,Tier 1,Masters,1,66.69,41.8,55.07,1
Other,White,Tier 2,Masters,16,43.54,85.33,81.68,1
Male,Other,Tier 1,Masters,15,95.31,85.62,95.96,1
Male,Hispanic,Tier 2,Bachelors,1,71.92,9.92,79.27,0
Male,Black,Tier 2,Masters,19,93.02,9.07,60.38,1
Female,Black,Tier 2,Bachelors,5,52.76,26.27,49.33,0
Female,Black,Tier 1,Bachelors,9,25.89,87.48,4.01,0
Other,Black,Tier 1,Masters,9,5.28,12.89,98.43,0
Male,Black,Tier 2,Masters,7,72.61,72.0,38.35,1
Male,Black,Tier 2,Bachelors,0,12.13,10.12,15.22,0
Female,Black,Tier 2,PhD,12,30.28,62.31,66.67,0
Male,Hispanic,Tier 1,Masters,8,53.25,35.61,28.43,0
Female,White,Tier 3,Bachelors,9,56.44,78.89,58.58,1
Male,Asian,Tier 1,PhD,14,60.06,23.37,58.68,0
Other,Other,Tier 3,Bachelors,4,16.63,63.92,44.57,0
Male,Asian,Tier 1,PhD,15,37.97,23.57,83.61,0
Male,Asian,Tier 2,Masters,12,61.72,71.37,26.5,1
Female,White,Tier 1,Bachelors,19,96.98,87.37,44.86,1
Male,White,Tier 3,Masters,17,72.76,12.68,53.77,0
Male,White,Tier 2,Masters,10,92.26,86.66,66.36,1
Female,Black,Tier 1,Masters,8,76.22,59.36,78.4,1
Other,Hispanic,Tier 1,PhD,15,59.17,12.71,39.48,0
Other,Black,Tier 1,Masters,1,19.2,42.75,64.6,0
Female,Hispanic,Tier 1,Masters,1,66.67,16.09,15.06,0
Female,Hispanic,Tier 3,Masters,11,62.34,70.03,93.26,1
Female,Asian,Tier 2,Masters,7,60.25,75.89,38.31,1
Female,Asian,Tier 2,Bachelors,8,48.98,10.58,72.95,0
Female,Hispanic,Tier 2,Masters,11,52.87,50.61,2.03,0
Other,Hispanic,Tier 2,Bachelors,8,33.44,81.46,20.52,0
Other,Black,Tier 1,Masters,9,51.93,93.62,48.71,1
Female,Black,Tier 1,Masters,1,19.76,51.35,87.83,0
Male,Asian,Tier 2,Masters,15,80.52,95.03,52.73,1
Female,White,Tier 3,Masters,19,18.58,53.57,92.99,0
Male,Hispanic,Tier 1,Masters,6,8.5,39.42,48.38,0
Female,Black,Tier 1,Bachelors,1,43.62,84.82,49.04,1
Female,Asian,Tier 2,Masters,0,65.83,49.3,11.97,0
Other,Black,Tier 3,Bachelors,18,43.77,47.19,80.27,0
Male,Hispanic,Tier 1,Bachelors,3,27.68,49.03,24.7,0
Male,Hispanic,Tier 2,Bachelors,1,55.82,84.68,89.96,1
Other,Other,Tier 3,Masters,13,34.7,83.19,91.08,1
Other,White,Tier 1,Masters,1,93.29,40.35,94.33,1
Other,Other,Tier 1,Masters,14,92.26,33.33,52.02,1
Other,Asian,Tier 2,Bachelors,11,50.24,49.19,67.71,0
Male,Black,Tier 3,Bachelors,4,32.79,57.28,77.85,0
Male,Asian,Tier 1,Bachelors,19,73.71,23.83,13.1,0
Female,Hispanic,Tier 2,Bachelors,6,3.67,79.4,60.1,0
Female,Other,Tier 2,Masters,20,47.48,48.65,3.43,0
Other,Other,Tier 2,Bachelors,9,33.63,33.4,49.76,0
Other,Other,Tier 2,Bachelors,13,92.05,10.68,15.48,0
Other,Asian,Tier 2,Bachelors,13,1.2,23.88,18.29,0
Female,Hispanic,Tier 2,Bachelors,4,55.28,94.93,36.5,1
Female,Black,Tier 2,Bachelors,17,74.07,30.51,43.24,0
Female,Black,Tier 2,Bachelors,13,48.5,16.89,62.32,0
Female,Asian,Tier 2,Masters,1,8.54,46.07,7.44,0
Female,Other,Tier 3,Masters,11,97.25,30.71,50.37,1
